subject_cui,subject_name,subject_semtype,predicate,object_cui,object_name,object_semtype,first_year,first_pmid,citation_pmid,first_issn,first_sentence_id,Questions,Model_Answer,Similarity,Correct_Flag,Target_Object
C0027853,Neurologic Examination,diap,ADMINISTERED_TO,C0030705,Patients,humn,2010,19995846,19995846,,7047424,To which patients or groups is Neurologic Examination typically administered?,Neurology patients,1,1,Patients
C0027902,Neuropsychological Tests,diap,ADMINISTERED_TO,C0030705,Patients,humn,2010,24148328,24148328,,22335036,To which patients or groups is Neuropsychological Tests typically administered?,Cognitive impairment,0.21721920371055603,0,Patients
C0027902,Neuropsychological Tests,diap,ADMINISTERED_TO,C0679646,Participant,humn,2010,19998366,19998366,,19333408,To which patients or groups is Neuropsychological Tests typically administered?,Cognitive impairment,0.1875731199979782,0,Participant
C0028128,Nitric Oxide,bacs,ADMINISTERED_TO,C0034693,Rattus norvegicus,mamm,2010,20005970,20005970,,23407491,To which species is Nitric Oxide typically administered?,Vasculature,0.26657408475875854,0,Rattus norvegicus
C0028128,Nitric Oxide,bacs,ADMINISTERED_TO,C0225828,"Myocytes, Cardiac",cell,2010,19948239,19948239,,26004053,To which cell types is Nitric Oxide typically administered?,Endothelial cells,0.4003737270832062,0,"Myocytes, Cardiac"
C0028630,Nucleotides,nnon,ADMINISTERED_TO,C0007634,Cells,cell,2010,19996104,19996104,,7220925,To which cell types is Nucleotides typically administered?,Cytotoxic T cells,1,1,Cells
C0028953,Oligonucleotides,nnon,ADMINISTERED_TO,C0007634,Cells,cell,2010,20002680,20002680,,21406718,To which cell types is Oligonucleotides typically administered?,Dendritic cells,1,1,Cells
C0028953,Oligonucleotides,nnon,ADMINISTERED_TO,C0229568,Adrenal medullary cell,cell,2010,19917606,19917606,,27142864,To which cell types is Oligonucleotides typically administered?,Dendritic cells,0.24724674224853516,0,Adrenal medullary cell
C0029090,Ophthalmoscopy,diap,ADMINISTERED_TO,C0008059,Child,humn,2010,20008061,20008061,,24736189,To which patients or groups is Ophthalmoscopy typically administered?,Ophthalmology patients,0.098724104,0,Child
C0029090,Ophthalmoscopy,diap,ADMINISTERED_TO,C0260073,Ophthalmic surgeon,humn,2010,20008061,20008061,,24736559,To which patients or groups is Ophthalmoscopy typically administered?,Ophthalmology patients,0.84892261,1,Ophthalmic surgeon
C0029904,Ouabain,carb,ADMINISTERED_TO,C0034716,"Rats, Wistar",mamm,2010,19911114,19911114,,23280541,To which species is Ouabain typically administered?,Cardiac arrest,0.071943283,0,"Rats, Wistar"
C0030231,Palliative Care,hlca,ADMINISTERED_TO,C0030705,Patients,humn,2010,20012891,20012891,,27400510,To which patients or groups is Palliative Care typically administered?,Terminally ill patients,1,1,Patients
C0030231,Palliative Care,hlca,ADMINISTERED_TO,C1257890,Population Group,humn,2010,19912304,19912304,,23819170,To which patients or groups is Palliative Care typically administered?,Terminally ill patients,0.10071570426225662,0,Population Group
C0030956,Peptides,aapp,ADMINISTERED_TO,C0007634,Cells,cell,2010,19949067,19949067,,26479016,To which cell types is Peptides typically administered?,Lymphocytes,0.5708781480789185,0,Cells
C0031150,Laparoscopy,diap,ADMINISTERED_TO,C0030705,Patients,humn,2010,23155664,23155664,,25507234,To which patients or groups is Laparoscopy typically administered?,Gynecologic patients,1,1,Patients
C0031150,Laparoscopy,diap,ADMINISTERED_TO,C0586905,Pediatric surgeon,humn,2010,19943783,19943783,,23449292,To which patients or groups is Laparoscopy typically administered?,Gynecologic patients,0.28779977560043335,0,Pediatric surgeon
C0031253,Pesticides,hops,ADMINISTERED_TO,C0034493,Oryctolagus cuniculus,mamm,2010,19918159,19918159,,27476618,To which species is Pesticides typically administered?,Arthropods,0.35093021392822266,0,Oryctolagus cuniculus
C0031381,Phencyclidine,orch,ADMINISTERED_TO,C0034693,Rattus norvegicus,mamm,2010,19914297,19914297,,25278021,To which species is Phencyclidine typically administered?,Non-human primates,0.3315660357475281,0,Rattus norvegicus
C0031412,Phenobarbital,orch,ADMINISTERED_TO,C0026809,Mus,mamm,2010,19920070,19920070,,28421361,To which species is Phenobarbital typically administered?,Equines,0.14635120332241058,0,Mus
C0031469,Phenylephrine,orch,ADMINISTERED_TO,C0034693,Rattus norvegicus,mamm,2010,19943333,19943333,,23220023,To which species is Phenylephrine typically administered?,Humans,0.11729723960161209,0,Rattus norvegicus
C0031809,Physical Examination,hlca,ADMINISTERED_TO,C0679646,Participant,humn,2010,20013058,20013058,,27531419,To which patients or groups is Physical Examination typically administered?,Medical patients,0.4050104320049286,0,Participant
C0032042,Placebos,topp,ADMINISTERED_TO,C0008059,Child,humn,2010,20003918,20003918,,22021853,To which patients or groups is Placebos typically administered?,Control groups,0.14930903911590576,0,Child
C0032042,Placebos,topp,ADMINISTERED_TO,C0021270,Infant,humn,2010,19949360,19949360,,26646020,To which patients or groups is Placebos typically administered?,Control groups,0.045023445039987564,0,Infant
C0032042,Placebos,topp,ADMINISTERED_TO,C0030705,Patients,humn,2010,19937504,19937504,,19979688,To which patients or groups is Placebos typically administered?,Control groups,0.18836680054664612,0,Patients
C0032136,Plasmids,bacs,ADMINISTERED_TO,C0007600,Cell Line,cell,2010,20012955,20012955,,27451203,To which cell types is Plasmids typically administered?,Eukaryotic cells,0.48360323905944824,0,Cell Line
C0032136,Plasmids,bacs,ADMINISTERED_TO,C0007634,Cells,cell,2010,20006660,20006660,,23794952,To which cell types is Plasmids typically administered?,Eukaryotic cells,1,1,Cells
C0032136,Plasmids,bacs,ADMINISTERED_TO,C0026809,Mus,mamm,2010,19952284,19952284,,28250372,To which species is Plasmids typically administered?,E. coli,0.17755942046642303,0,Mus
C0032136,Plasmids,bacs,ADMINISTERED_TO,C0033731,Protoplasts,cell,2010,23956676,23956676,,23696738,To which cell types is Plasmids typically administered?,Eukaryotic cells,0.26142430305480957,0,Protoplasts
C0032136,Plasmids,bacs,ADMINISTERED_TO,C0042542,Vero Cells,cell,2010,19941901,19941901,,22403021,To which cell types is Plasmids typically administered?,Eukaryotic cells,0.4526061713695526,0,Vero Cells
C0032136,Plasmids,bacs,ADMINISTERED_TO,C0085080,Chinese Hamster Ovary Cell,cell,2010,19941875,19941875,,22377812,To which cell types is Plasmids typically administered?,Eukaryotic cells,0.3222454786300659,0,Chinese Hamster Ovary Cell
C0032483,Polyethylene Glycols,orch,ADMINISTERED_TO,C0026809,Mus,mamm,2010,20005217,20005217,,22854290,To which species is Polyethylene Glycols typically administered?,Humans,0.23739033937454224,0,Mus
C0032486,Polyethyleneimine,orch,ADMINISTERED_TO,C0007634,Cells,cell,2010,19945258,19945258,,24317767,To which cell types is Polyethyleneimine typically administered?,Dendritic cells,1,1,Cells
C0032487,Polyethylenes,orch,ADMINISTERED_TO,C0030705,Patients,humn,2010,20007809,20007809,,24593397,To which patients or groups is Polyethylenes typically administered?,Hemodialysis patients,1,1,Patients
C0032604,Polystyrenes,orch,ADMINISTERED_TO,C0018496,Hair Cells,cell,2010,19939943,19939943,,21215702,To which cell types is Polystyrenes typically administered?,Dendritic cells,0.2963269054889679,0,Hair Cells
C0032743,Positron-Emission Tomography,diap,ADMINISTERED_TO,C0001792,Elderly,humn,2010,19953503,19953503,,28868991,To which patients or groups is Positron-Emission Tomography typically administered?,Cancer patients,0.3336088955402374,0,Elderly
C0032743,Positron-Emission Tomography,diap,ADMINISTERED_TO,C0030705,Patients,humn,2010,20004582,20004582,,22429164,To which patients or groups is Positron-Emission Tomography typically administered?,Cancer patients,1,1,Patients
C0032743,Positron-Emission Tomography,diap,ADMINISTERED_TO,C1516213,Cancer Patient,humn,2010,19995793,19995793,,7013808,To which patients or groups is Positron-Emission Tomography typically administered?,Cancer patients,1,1,Cancer Patient
C0032782,Postnatal Care,hlca,ADMINISTERED_TO,C0026591,Mothers,humn,2010,23226901,23226901,,29113073,To which patients or groups is Postnatal Care typically administered?,Postpartum women,0.5376337766647339,0,Mothers
C0032782,Postnatal Care,hlca,ADMINISTERED_TO,C0043210,Woman,humn,2010,23226901,23226901,,29112614,To which patients or groups is Postnatal Care typically administered?,Postpartum women,0.4402351975440979,0,Woman
C0033137,Primary Health Care,hlca,ADMINISTERED_TO,C0025266,Male population group,humn,2010,23710120,23710120,,28541560,To which patients or groups is Primary Health Care typically administered?,Community-based populations,0.42150577902793884,0,Male population group
C0033137,Primary Health Care,hlca,ADMINISTERED_TO,C0042610,Veterans,humn,2010,20009091,20009091,,25390855,To which patients or groups is Primary Health Care typically administered?,Community-based populations,0.12937629222869873,0,Veterans
C0033308,Progesterone,horm,ADMINISTERED_TO,C0003062,Animals,anim,2010,20004707,20004707,,22533731,To which medical entities is Progesterone typically administered?,"Menstrual disorders, Endometriosis, Uterine atony",0.048561368,0,Animals
C0033308,Progesterone,horm,ADMINISTERED_TO,C0020114,Human,humn,2010,19903932,19903932,,19622565,To which patients or groups is Progesterone typically administered?,Pregnant women,0.32089516520500183,0,Human
C0033488,Propolis,bacs,ADMINISTERED_TO,C0026809,Mus,mamm,2010,20013318,20013318,,27703258,To which species is Propolis typically administered?,Honey bees,0.205130473,0,Mus
C0033497,Propranolol,orch,ADMINISTERED_TO,C0003062,Animals,anim,2010,19941907,19941907,,22407120,To which medical entities is Propranolol typically administered?,"Hypertension, Angina, Migraine, Tachyarrhythmias",0.032457511872053146,0,Animals
C0033607,Protease Inhibitor,bacs,ADMINISTERED_TO,C0030705,Patients,humn,2010,20012652,20012652,,27244370,To which patients or groups is Protease Inhibitor typically administered?,HIV/AIDS patients,1,1,Patients
C0033684,Proteins,aapp,ADMINISTERED_TO,C0007634,Cells,cell,2010,19935648,19935648,,18881459,To which cell types is Proteins typically administered?,Plasma cells,1,1,Cells
C0033968,Psychotherapy,topp,ADMINISTERED_TO,C0086287,Females,humn,2010,24600260,24600260,,23378280,To which patients or groups is Psychotherapy typically administered?,Psychiatric patients,0.15899379551410675,0,Females
C0033968,Psychotherapy,topp,ADMINISTERED_TO,C0086582,Males,popg,2010,24600260,24600260,,23378280,To which medical entities is Psychotherapy typically administered?,Mental disorders,0.17621667683124542,0,Males
C0033968,Psychotherapy,topp,ADMINISTERED_TO,C0205653,Adolescent,humn,2010,24600260,24600260,,23378280,To which patients or groups is Psychotherapy typically administered?,Psychiatric patients,0.32684028148651123,0,Adolescent
C0033972,"Psychotherapy, Multiple",topp,ADMINISTERED_TO,C0030705,Patients,humn,2010,23960733,23960733,,26017164,"To which patients or groups is Psychotherapy, Multiple typically administered?","Bipolar disorder, Borderline personality disorder, Schizophrenia",0.26282936334609985,0,Patients
C0034085,Pulmonary Surfactants,bacs,ADMINISTERED_TO,C0021270,Infant,humn,2010,19910172,19910172,,22756750,To which patients or groups is Pulmonary Surfactants typically administered?,Neonates with Respiratory Distress Syndrome,0.44398272037506104,0,Infant
C0034115,Paracentesis,hlca,ADMINISTERED_TO,C0024908,Matched Groups,humn,2010,19953279,19953279,,28743814,To which patients or groups is Paracentesis typically administered?,Cirrhotic patients,-0.020138152,0,Matched Groups
C0034618,Radiation therapy,topp,ADMINISTERED_TO,C0030705,Patients,humn,2010,19904495,19904495,,19837028,To which patients or groups is Radiation therapy typically administered?,Cancer patients,1,1,Patients
C0035110,Repeat Surgery,topp,ADMINISTERED_TO,C0030705,Patients,humn,2010,20014172,20014172,,28170985,To which patients or groups is Repeat Surgery typically administered?,"None (Repeat Surgery is a procedure, not a medication)",0.38717228174209595,0,Patients
C0035139,Surgical Replantation,topp,ADMINISTERED_TO,C0030705,Patients,humn,2010,20013648,20013648,,27890012,To which patients or groups is Surgical Replantation typically administered?,Traumatic amputees,0.3730148375034332,0,Patients
C0035142,Replicon,bacs,ADMINISTERED_TO,C0007634,Cells,cell,2010,19940973,19940973,,21831452,To which cell types is Replicon typically administered?,Hepatocytes,0.44760793447494507,0,Cells
C0035339,Retinoids,bacs,ADMINISTERED_TO,C0030705,Patients,humn,2010,20000864,20000864,,20405262,To which patients or groups is Retinoids typically administered?,"Acne, Psoriasis",0.2633262276649475,0,Patients
C0035525,Ribavirin,phsu,ADMINISTERED_TO,C0030705,Patients,humn,2010,19950239,19950239,,27248291,To which patients or groups is Ribavirin typically administered?,Hepatitis C,0.19352522492408752,0,Patients
C0035668,RNA,bacs,ADMINISTERED_TO,C0003062,Animals,anim,2010,20005905,20005905,,23343735,To which medical entities is RNA typically administered?,Gene therapy,0.095877193,0,Animals
C0035668,RNA,bacs,ADMINISTERED_TO,C0007634,Cells,cell,2010,19996297,19996297,,7361830,To which cell types is RNA typically administered?,Macrophages,0.3956313729286194,0,Cells
C0035668,RNA,bacs,ADMINISTERED_TO,C0008111,Pan troglodytes,mamm,2010,20009012,20009012,,25350896,To which species is RNA typically administered?,Vaccinia virus,0.12988334894180298,0,Pan troglodytes
C0035668,RNA,bacs,ADMINISTERED_TO,C0020114,Human,humn,2010,20009012,20009012,,25350896,To which patients or groups is RNA typically administered?,Cancer patients,0.29915717244148254,0,Human
C0035668,RNA,bacs,ADMINISTERED_TO,C0024400,Macaca mulatta,mamm,2010,20009012,20009012,,25350896,To which species is RNA typically administered?,Vaccinia virus,0.21052104234695435,0,Macaca mulatta
C0035668,RNA,bacs,ADMINISTERED_TO,C0024660,Mammals,mamm,2010,19937814,19937814,,20167930,To which species is RNA typically administered?,Vaccinia virus,0.16992801427841187,0,Mammals
C0035668,RNA,bacs,ADMINISTERED_TO,C0029235,Organism,orgm,2010,19903500,19903500,,19331297,To which medical entities is RNA typically administered?,Vaccines,0.28274640440940857,0,Organism
C0035693,"RNA, Double-Stranded",bacs,ADMINISTERED_TO,C0007634,Cells,cell,2010,20015051,20015051,,28616986,"To which cell types is RNA, Double-Stranded typically administered?",Immune cells,1,1,Cells
C0035696,"RNA, Messenger",bacs,ADMINISTERED_TO,C0003062,Animals,anim,2010,19917050,19917050,,26803312,"To which medical entities is RNA, Messenger typically administered?",Cancer,0.22256192564964294,0,Animals
C0035849,Root Canal Therapy,topp,ADMINISTERED_TO,C0282122,Respondents,humn,2010,23960485,23960485,,25902990,To which patients or groups is Root Canal Therapy typically administered?,Endodontic patients,0.090427972,0,Respondents
C0036557,Sedatives,phsu,ADMINISTERED_TO,C0034693,Rattus norvegicus,mamm,2010,19998067,19998067,,19239365,To which species is Sedatives typically administered?,Mammalia,0.39041268825531006,0,Rattus norvegicus
C0036581,Selenium,bacs,ADMINISTERED_TO,C0003062,Animals,anim,2010,19913299,19913299,,24622599,To which medical entities is Selenium typically administered?,"Keshan disease, Korsakoff syndrome",-0.063441433,0,Animals
C0036751,Serotonin,orch,ADMINISTERED_TO,C0027882,Neurons,cell,2010,20006597,20006597,,23741158,To which cell types is Serotonin typically administered?,Neurons,1,1,Neurons
C0037494,Sodium Chloride,bacs,ADMINISTERED_TO,C0034693,Rattus norvegicus,mamm,2010,19912999,19912999,,24394729,To which species is Sodium Chloride typically administered?,Humans,0.11729723960161209,0,Rattus norvegicus
C0037494,Sodium Chloride,phsu,ADMINISTERED_TO,C0034715,"Rats, Sprague-Dawley",mamm,2010,20002520,20002520,,21311484,To which species is Sodium Chloride typically administered?,Humans,0.26187723875045776,0,"Rats, Sprague-Dawley"
C0037799,Spectrin,bacs,ADMINISTERED_TO,C0679670,network,humn,2010,20007969,20007969,,24684002,To which patients or groups is Spectrin typically administered?,Hemolytic anemia,-0.014182765,0,network
C0037981,Spirometry,diap,ADMINISTERED_TO,C0679646,Participant,humn,2010,20012982,20012982,,27471274,To which patients or groups is Spirometry typically administered?,"Asthmatics, COPD patients",0.10835732519626617,0,Participant
C0037982,Spironolactone,phsu,ADMINISTERED_TO,C0026809,Mus,mamm,2010,19913415,19913415,,24691712,To which species is Spironolactone typically administered?,Humans,0.23739033937454224,0,Mus
C0038317,Steroids,strd,ADMINISTERED_TO,C0026809,Mus,mamm,2010,19913568,19913568,,24812773,To which species is Steroids typically administered?,Horses,0.22824345529079437,0,Mus
C0038317,Steroids,strd,ADMINISTERED_TO,C0030705,Patients,humn,2010,19942359,19942359,,22665187,To which patients or groups is Steroids typically administered?,Rheumatoid arthritis patients,1,1,Patients
C0038432,Streptozocin,antb,ADMINISTERED_TO,C0026809,Mus,mamm,2010,20008278,20008278,,24940616,To which species is Streptozocin typically administered?,Rats,0.14856505393981934,0,Mus
C0039286,Tamoxifen,orch,ADMINISTERED_TO,C0030705,Patients,humn,2010,19968660,19968660,,2398501,To which patients or groups is Tamoxifen typically administered?,Hormone receptor-positive breast cancer,0.095824599,0,Patients
C0039286,Tamoxifen,orch,ADMINISTERED_TO,C0031831,Physicians,humn,2010,19908143,19908143,,21741330,To which patients or groups is Tamoxifen typically administered?,Hormone receptor-positive breast cancer,0.026168204843997955,0,Physicians
C0039286,Tamoxifen,orch,ADMINISTERED_TO,C0043210,Woman,humn,2010,19908143,19908143,,21740786,To which patients or groups is Tamoxifen typically administered?,Hormone receptor-positive breast cancer,0.218501478,0,Woman
C0039601,Testosterone,horm,ADMINISTERED_TO,C0043210,Woman,humn,2010,23148160,23148160,,21093710,To which patients or groups is Testosterone typically administered?,Hypogonadal males,0.14885465800762177,0,Woman
C0039736,Thalidomide,hops,ADMINISTERED_TO,C0030705,Patients,humn,2010,20000865,20000865,,20407196,To which patients or groups is Thalidomide typically administered?,Multiple myeloma,0.21957726776599884,0,Patients
C0039736,Thalidomide,hops,ADMINISTERED_TO,C0031831,Physicians,humn,2010,20000865,20000865,,20407196,To which patients or groups is Thalidomide typically administered?,Multiple myeloma,0.11649414151906967,0,Physicians
C0040018|7054,Thrombin|TH,bacs,ADMINISTERED_TO,C0003062,Animals,anim,2010,19969022,19969022,,2733033,To which medical entities is Thrombin|TH typically administered?,"Hemophilia A, Hemophilia B",0.092475697,0,Animals
C0040052|7066,Thrombopoietin|THPO,bacs,ADMINISTERED_TO,C0026809,Mus,mamm,2010,23675197,23675197,,28284642,To which species is Thrombopoietin|THPO typically administered?,Humans,0.23739033937454224,0,Mus
C0040395,tomography,diap,ADMINISTERED_TO,C0030705,Patients,humn,2010,19937044,19937044,,19695421,To which patients or groups is tomography typically administered?,"Computed Tomography (CT) scans are typically administered to patients with: 

1. Trauma
2. Cancer
3",1,1,Patients
C0040615,Antipsychotic Agents,phsu,ADMINISTERED_TO,C0030705,Patients,humn,2010,20002531,20002531,,21324357,To which patients or groups is Antipsychotic Agents typically administered?,"Schizophrenia, Bipolar disorder, Major depressive disorder",0.24912358820438385,0,Patients
C0040615,Antipsychotic Agents,phsu,ADMINISTERED_TO,C0033872,Psychiatrist,humn,2010,20004980,20004980,,22708859,To which patients or groups is Antipsychotic Agents typically administered?,"Schizophrenia, Bipolar disorder, Major depressive disorder",0.5294243097305298,0,Psychiatrist
C0040616,Anti-Anxiety Agents,phsu,ADMINISTERED_TO,C0034693,Rattus norvegicus,mamm,2010,19998067,19998067,,19239365,To which species is Anti-Anxiety Agents typically administered?,Homo sapiens,0.1936052441596985,0,Rattus norvegicus
C0040616,Anti-Anxiety Agents,phsu,ADMINISTERED_TO,C0043210,Woman,humn,2010,19940453,19940453,,21625524,To which patients or groups is Anti-Anxiety Agents typically administered?,Generalized anxiety disorder,0.10410880297422409,0,Woman
C0040627,Trans-Activators,aapp,ADMINISTERED_TO,C0225828,"Myocytes, Cardiac",cell,2010,20008276,20008276,,24936102,To which cell types is Trans-Activators typically administered?,T cells,0.3743746280670166,0,"Myocytes, Cardiac"
C0040648,TRANSCRIPTION FACTOR,aapp,ADMINISTERED_TO,C0007634,Cells,cell,2010,24693156,24693156,,20518655,To which cell types is TRANSCRIPTION FACTOR typically administered?,Hematopoietic stem cells,1,1,Cells
C0040648,TRANSCRIPTION FACTOR,aapp,ADMINISTERED_TO,C0225369,Chondrocytes,cell,2010,19950014,19950014,,27088833,To which cell types is TRANSCRIPTION FACTOR typically administered?,Hematopoietic stem cells,0.3543030023574829,0,Chondrocytes
C0040648,TRANSCRIPTION FACTOR,aapp,ADMINISTERED_TO,C0737240,Somatic cell,cell,2010,24693156,24693156,,20518424,To which cell types is TRANSCRIPTION FACTOR typically administered?,Hematopoietic stem cells,0.3722165524959564,0,Somatic cell
C0040648,TRANSCRIPTION FACTOR,aapp,ADMINISTERED_TO,C0872076,Pluripotent Stem Cells,cell,2010,20014278,20014278,,28213393,To which cell types is TRANSCRIPTION FACTOR typically administered?,Hematopoietic stem cells,0.6074395179748535,0,Pluripotent Stem Cells
C0040732,Transplantation,topp,ADMINISTERED_TO,C0001675,Adult,humn,2010,19997789,19997789,,19084746,To which patients or groups is Transplantation typically administered?,Organ recipients,0.17431195080280304,0,Adult
C0040732,Transplantation,topp,ADMINISTERED_TO,C0026809,Mus,mamm,2010,19908017,19908017,,21644047,To which species is Transplantation typically administered?,Xenograft,0.091767363,0,Mus
C0040732,Transplantation,topp,ADMINISTERED_TO,C0030705,Patients,humn,2010,19935727,19935727,,18938275,To which patients or groups is Transplantation typically administered?,Organ recipients,0.46273458,0,Patients
C0040732,Transplantation,topp,ADMINISTERED_TO,C0034693,Rattus norvegicus,mamm,2010,19906331,19906331,,20721446,To which species is Transplantation typically administered?,Homo sapiens,0.1936052441596985,0,Rattus norvegicus
C0040732,Transplantation,topp,ADMINISTERED_TO,C0085112,SCID Mice,mamm,2010,19995919,19995919,,7102028,To which species is Transplantation typically administered?,Homo sapiens,0.32393723726272583,0,SCID Mice
C0040739,"Transplantation, Homologous",topp,ADMINISTERED_TO,C0030705,Patients,humn,2010,19935727,19935727,,18938275,"To which patients or groups is Transplantation, Homologous typically administered?",Organ transplant recipients,0.38306093215942383,0,Patients
C0040808,Treatment Protocols,topp,ADMINISTERED_TO,C0026809,Mus,mamm,2010,19939877,19939877,,21162807,To which species is Treatment Protocols typically administered?,Homo sapiens,0.1346503645181656,0,Mus
C0040808,Treatment Protocols,topp,ADMINISTERED_TO,C0030705,Patients,humn,2010,19950236,19950236,,27244295,To which patients or groups is Treatment Protocols typically administered?,Hemophiliacs,0.4070275127887726,0,Patients
C0040958,Triclosan,orch,ADMINISTERED_TO,C0324537,"Rats, Long-Evans",mamm,2010,19910387,19910387,,22876154,To which species is Triclosan typically administered?,Bacteria,0.17764151096343994,0,"Rats, Long-Evans"
C0041236,TRYPSIN,aapp,ADMINISTERED_TO,C0007634,Cells,cell,2010,19997869,19997869,,19126407,To which cell types is TRYPSIN typically administered?,Pancreatic islet cells,1,1,Cells
C0041290,Tuberculin Test,diap,ADMINISTERED_TO,C0030705,Patients,humn,2010,18985452,18985452,,121372875,To which patients or groups is Tuberculin Test typically administered?,Tuberculosis suspects,0.3686925172805786,0,Patients
C0041368,Tumor Necrosis Factors,imft,ADMINISTERED_TO,C0030705,Patients,humn,2010,20012550,20012550,,27165925,To which patients or groups is Tumor Necrosis Factors typically administered?,Cancer patients,1,1,Patients
C0041385,Tunicamycin,bacs,ADMINISTERED_TO,C0007634,Cells,cell,2010,19951703,19951703,,27970282,To which cell types is Tunicamycin typically administered?,Eukaryotic cells,1,1,Cells
C0041618,Ultrasonography,diap,ADMINISTERED_TO,C0030705,Patients,humn,2010,20005534,20005534,,23079877,To which patients or groups is Ultrasonography typically administered?,Pregnant women,0.30999353528022766,0,Patients
C0042196,Vaccination,topp,ADMINISTERED_TO,C0206745,"Mice, Knockout",mamm,2010,19908287,19908287,,21858219,To which species is Vaccination typically administered?,Humans,0.23683624,0,"Mice, Knockout"
C0042210,Vaccines,imft,ADMINISTERED_TO,C0008059,Child,humn,2010,19906895,19906895,,21079145,To which patients or groups is Vaccines typically administered?,Immunocompromised individuals,0.15349285304546356,0,Child
C0042210,Vaccines,imft,ADMINISTERED_TO,C0026809,Mus,mamm,2010,19967396,19967396,,1456675,To which species is Vaccines typically administered?,Homo sapiens,0.1346503645181656,0,Mus
C0042210,Vaccines,imft,ADMINISTERED_TO,C0030551,parent,humn,2010,23756797,23756797,,18806279,To which patients or groups is Vaccines typically administered?,Immunocompromised individuals,0.0667549,0,parent
C0042210,Vaccines,imft,ADMINISTERED_TO,C0033011,Pregnant Women,humn,2010,19969117,19969117,,2865877,To which patients or groups is Vaccines typically administered?,Immunocompromised individuals,0.1775849610567093,0,Pregnant Women
C0042210,Vaccines,imft,ADMINISTERED_TO,C0038492,student,humn,2010,19951199,19951199,,27756150,To which patients or groups is Vaccines typically administered?,Immunocompromised individuals,0.12741753458976746,0,student
C0042210,Vaccines,imft,ADMINISTERED_TO,C0043210,Woman,humn,2010,19951199,19951199,,27756150,To which patients or groups is Vaccines typically administered?,Immunocompromised individuals,0.12513458728790283,0,Woman
C0042211,"Vaccines, Attenuated",imft,ADMINISTERED_TO,C0008059,Child,humn,2010,20003918,20003918,,22021853,"To which patients or groups is Vaccines, Attenuated typically administered?",Immunocompromised individuals,0.15349285304546356,0,Child
C0042291,Valproic Acid,lipd,ADMINISTERED_TO,C0026447,Monkeys,mamm,2010,24278535,24278535,,21188822,To which species is Valproic Acid typically administered?,Humans,0.5041669011116028,0,Monkeys
C0042291,Valproic Acid,lipd,ADMINISTERED_TO,C0030705,Patients,humn,2010,20000866,20000866,,20408879,To which patients or groups is Valproic Acid typically administered?,"Epilepsy, bipolar disorder, migraine prophylaxis",0.16148889064788818,0,Patients
C0042395,Vasoactive Intestinal Peptide,horm,ADMINISTERED_TO,C0003062,Animals,anim,2010,19953344,19953344,,28801809,To which medical entities is Vasoactive Intestinal Peptide typically administered?,"Diarrhea, IBS",0.047768977,0,Animals
C0042395,Vasoactive Intestinal Peptide,horm,ADMINISTERED_TO,C0034693,Rattus norvegicus,mamm,2010,19936638,19936638,,19462676,To which species is Vasoactive Intestinal Peptide typically administered?,Pigs,0.16635556519031525,0,Rattus norvegicus
C0042479,Venoms,bacs,ADMINISTERED_TO,C0007634,Cells,cell,2010,20006617,20006617,,23763022,To which cell types is Venoms typically administered?,Neutrophils,0.3113388419151306,0,Cells
C0042479,Venoms,bacs,ADMINISTERED_TO,C0009932,Control Groups,humn,2010,19945531,19945531,,24506928,To which patients or groups is Venoms typically administered?,Antivenom,0.15850239992141724,0,Control Groups
C0042479,Venoms,hops,ADMINISTERED_TO,C0023047,Larva,invt,2010,20006617,20006617,,23762646,To which medical entities is Venoms typically administered?,Antivenoms,0.23252110183238983,0,Larva
C0042479,Venoms,bacs,ADMINISTERED_TO,C0029974,Ovum,cell,2010,20006617,20006617,,23762278,To which cell types is Venoms typically administered?,Neutrophils,0.094877131,0,Ovum
C0042666|7431,Vimentin|VIM,aapp,ADMINISTERED_TO,C0007634,Cells,cell,2010,19903502,19903502,,19332902,To which cell types is Vimentin|VIM typically administered?,Mesenchymal stem cells,1,1,Cells
C0042670,Vinblastine,bacs,ADMINISTERED_TO,C0030705,Patients,humn,2010,19952952,19952952,,28581996,To which patients or groups is Vinblastine typically administered?,Hodgkin's lymphoma,0.23226407170295715,0,Patients
C0042839,Vitamin A,orch,ADMINISTERED_TO,C0008100,"Child, Preschool",humn,2010,20003622,20003622,,21841636,To which patients or groups is Vitamin A typically administered?,"Night blindness, Xerophthalmia",0.045898486,0,"Child, Preschool"
C0042839,Vitamin A,orch,ADMINISTERED_TO,C0034693,Rattus norvegicus,mamm,2010,24278526,24278526,,21177321,To which species is Vitamin A typically administered?,Vitamin A deficiency,0.061265334486961365,0,Rattus norvegicus
C0043031,Warfarin,hops,ADMINISTERED_TO,C0030705,Patients,humn,2010,19907166,19907166,,21312482,To which patients or groups is Warfarin typically administered?,Atrial fibrillation,0.19631750881671906,0,Patients
C0043047,Water,inch,ADMINISTERED_TO,C0009932,Control Groups,humn,2010,19904501,19904501,,19841896,To which patients or groups is Water typically administered?,Dehydrated patients,0.026664583012461662,0,Control Groups
C0043047,Water,inch,ADMINISTERED_TO,C0026809,Mus,mamm,2010,19906067,19906067,,20556711,To which species is Water typically administered?,Humans,0.23739033937454224,0,Mus
