subject_cui,subject_name,subject_semtype,predicate,object_cui,object_name,object_semtype,first_year,first_pmid,citation_pmid,first_issn,first_sentence_id
C0023810,Lipopolysaccharides,lipd,ADMINISTERED_TO,C0034693,Rattus norvegicus,mamm,2010,19940811,19940811,,21747058
C0023828,Liposomes,lipd,ADMINISTERED_TO,C0007634,Cells,cell,2010,19996561,19996561,,7538710
C0023828,Liposomes,lipd,ADMINISTERED_TO,C0026809,Mus,mamm,2010,24310423,24310423,,21325661
C0023828,Liposomes,lipd,ADMINISTERED_TO,C0682523,Human Cell Line,cell,2010,19997763,19997763,,19063439
C0023928,Lobectomy,topp,ADMINISTERED_TO,C0324306,Beagle,mamm,2010,20007204,20007204,,24113135
C0024075,Luciferases,aapp,ADMINISTERED_TO,C0007634,Cells,cell,2010,19913583,19913583,,24827029
C0024075,Luciferases,aapp,ADMINISTERED_TO,C0085262,PC12 Cells,cell,2010,19913583,19913583,,24827029
C0024467,Magnesium,bacs,ADMINISTERED_TO,C0043210,Woman,humn,2010,20005782,20005782,,23251331
C0024485,Magnetic Resonance Imaging,diap,ADMINISTERED_TO,C0030705,Patients,humn,2010,24148733,24148733,,22641377
C0024485,Magnetic Resonance Imaging,diap,ADMINISTERED_TO,C0043210,Woman,humn,2010,19969095,19969095,,2837115
C0024487,Magnetic Resonance Spectroscopy,diap,ADMINISTERED_TO,C0042960,Voluntary Workers,humn,2010,19908224,19908224,,21804149
C0024489,Magnetoencephalography,diap,ADMINISTERED_TO,C0030705,Patients,humn,2010,20004619,20004619,,22447573
C0024489,Magnetoencephalography,diap,ADMINISTERED_TO,C0679670,network,humn,2010,19937723,19937723,,20097334
C0024547,Malathion,hops,ADMINISTERED_TO,C0034716,"Rats, Wistar",mamm,2010,19941925,19941925,,22426068
C0025086,Medical Imaging,diap,ADMINISTERED_TO,C0030705,Patients,humn,2010,24148719,24148719,,22626791
C0025219,Melatonin,horm,ADMINISTERED_TO,C0035804,Rodent,mamm,2010,19919601,19919601,,28191338
C0025241,Melphalan,phsu,ADMINISTERED_TO,C0030705,Patients,humn,2010,19966851,19966851,,981352
C0025355,Mental Health Services,hlca,ADMINISTERED_TO,C0015576,Family,humn,2010,19902355,19902355,,18713679
C0025355,Mental Health Services,hlca,ADMINISTERED_TO,C0087178,Youth,humn,2010,19902355,19902355,,18713679
C0025376,Meperidine,orch,ADMINISTERED_TO,C0043210,Woman,humn,2010,19912160,19912160,,23737766
C0025424,Mercury,elii,ADMINISTERED_TO,C0240346,Miner (general),humn,2010,19945736,19945736,,24611894
C0025598,Metformin,orch,ADMINISTERED_TO,C0034693,Rattus norvegicus,mamm,2010,20004680,20004680,,22504029
C0025598,Metformin,orch,ADMINISTERED_TO,C0679646,Participant,humn,2010,20003069,20003069,,21580890
C0025611,Methamphetamine,hops,ADMINISTERED_TO,C0034716,"Rats, Wistar",mamm,2010,19948197,19948197,,25961875
C0025646,Methionine,bacs,ADMINISTERED_TO,C0034693,Rattus norvegicus,mamm,2010,19914792,19914792,,25558082
C0025677,Methotrexate,orch,ADMINISTERED_TO,C0007634,Cells,cell,2010,20014825,20014825,,28475364
C0025815,Methylprednisolone,horm,ADMINISTERED_TO,C0030705,Patients,humn,2010,19936615,19936615,,19440302
C0025859,Metoprolol,orch,ADMINISTERED_TO,C0679646,Participant,humn,2010,19948945,19948945,,26405205
C0025991,Microinjections,topp,ADMINISTERED_TO,C0337489,Foster mother,humn,2010,20013227,20013227,,27644617
C0026549,Morphine,orch,ADMINISTERED_TO,C0034693,Rattus norvegicus,mamm,2010,19948155,19948155,,25916419
C0027853,Neurologic Examination,diap,ADMINISTERED_TO,C0030705,Patients,humn,2010,19995846,19995846,,7047424
C0027902,Neuropsychological Tests,diap,ADMINISTERED_TO,C0030705,Patients,humn,2010,24148328,24148328,,22335036
C0027902,Neuropsychological Tests,diap,ADMINISTERED_TO,C0679646,Participant,humn,2010,19998366,19998366,,19333408
C0028128,Nitric Oxide,bacs,ADMINISTERED_TO,C0034693,Rattus norvegicus,mamm,2010,20005970,20005970,,23407491
C0028128,Nitric Oxide,bacs,ADMINISTERED_TO,C0225828,"Myocytes, Cardiac",cell,2010,19948239,19948239,,26004053
C0028630,Nucleotides,nnon,ADMINISTERED_TO,C0007634,Cells,cell,2010,19996104,19996104,,7220925
C0028953,Oligonucleotides,nnon,ADMINISTERED_TO,C0007634,Cells,cell,2010,20002680,20002680,,21406718
C0028953,Oligonucleotides,nnon,ADMINISTERED_TO,C0229568,Adrenal medullary cell,cell,2010,19917606,19917606,,27142864
C0029090,Ophthalmoscopy,diap,ADMINISTERED_TO,C0008059,Child,humn,2010,20008061,20008061,,24736189
C0029090,Ophthalmoscopy,diap,ADMINISTERED_TO,C0260073,Ophthalmic surgeon,humn,2010,20008061,20008061,,24736559
C0029904,Ouabain,carb,ADMINISTERED_TO,C0034716,"Rats, Wistar",mamm,2010,19911114,19911114,,23280541
C0030231,Palliative Care,hlca,ADMINISTERED_TO,C0030705,Patients,humn,2010,20012891,20012891,,27400510
C0030231,Palliative Care,hlca,ADMINISTERED_TO,C1257890,Population Group,humn,2010,19912304,19912304,,23819170
C0030956,Peptides,aapp,ADMINISTERED_TO,C0007634,Cells,cell,2010,19949067,19949067,,26479016
C0031150,Laparoscopy,diap,ADMINISTERED_TO,C0030705,Patients,humn,2010,23155664,23155664,,25507234
C0031150,Laparoscopy,diap,ADMINISTERED_TO,C0586905,Pediatric surgeon,humn,2010,19943783,19943783,,23449292
C0031253,Pesticides,hops,ADMINISTERED_TO,C0034493,Oryctolagus cuniculus,mamm,2010,19918159,19918159,,27476618
C0031381,Phencyclidine,orch,ADMINISTERED_TO,C0034693,Rattus norvegicus,mamm,2010,19914297,19914297,,25278021
C0031412,Phenobarbital,orch,ADMINISTERED_TO,C0026809,Mus,mamm,2010,19920070,19920070,,28421361
C0031469,Phenylephrine,orch,ADMINISTERED_TO,C0034693,Rattus norvegicus,mamm,2010,19943333,19943333,,23220023
C0031809,Physical Examination,hlca,ADMINISTERED_TO,C0679646,Participant,humn,2010,20013058,20013058,,27531419
C0032042,Placebos,topp,ADMINISTERED_TO,C0008059,Child,humn,2010,20003918,20003918,,22021853
C0032042,Placebos,topp,ADMINISTERED_TO,C0021270,Infant,humn,2010,19949360,19949360,,26646020
C0032042,Placebos,topp,ADMINISTERED_TO,C0030705,Patients,humn,2010,19937504,19937504,,19979688
C0032136,Plasmids,bacs,ADMINISTERED_TO,C0007600,Cell Line,cell,2010,20012955,20012955,,27451203
C0032136,Plasmids,bacs,ADMINISTERED_TO,C0007634,Cells,cell,2010,20006660,20006660,,23794952
C0032136,Plasmids,bacs,ADMINISTERED_TO,C0026809,Mus,mamm,2010,19952284,19952284,,28250372
C0032136,Plasmids,bacs,ADMINISTERED_TO,C0033731,Protoplasts,cell,2010,23956676,23956676,,23696738
C0032136,Plasmids,bacs,ADMINISTERED_TO,C0042542,Vero Cells,cell,2010,19941901,19941901,,22403021
C0032136,Plasmids,bacs,ADMINISTERED_TO,C0085080,Chinese Hamster Ovary Cell,cell,2010,19941875,19941875,,22377812
C0032483,Polyethylene Glycols,orch,ADMINISTERED_TO,C0026809,Mus,mamm,2010,20005217,20005217,,22854290
C0032486,Polyethyleneimine,orch,ADMINISTERED_TO,C0007634,Cells,cell,2010,19945258,19945258,,24317767
C0032487,Polyethylenes,orch,ADMINISTERED_TO,C0030705,Patients,humn,2010,20007809,20007809,,24593397
C0032604,Polystyrenes,orch,ADMINISTERED_TO,C0018496,Hair Cells,cell,2010,19939943,19939943,,21215702
C0032743,Positron-Emission Tomography,diap,ADMINISTERED_TO,C0001792,Elderly,humn,2010,19953503,19953503,,28868991
C0032743,Positron-Emission Tomography,diap,ADMINISTERED_TO,C0030705,Patients,humn,2010,20004582,20004582,,22429164
C0032743,Positron-Emission Tomography,diap,ADMINISTERED_TO,C1516213,Cancer Patient,humn,2010,19995793,19995793,,7013808
C0032782,Postnatal Care,hlca,ADMINISTERED_TO,C0026591,Mothers,humn,2010,23226901,23226901,,29113073
C0032782,Postnatal Care,hlca,ADMINISTERED_TO,C0043210,Woman,humn,2010,23226901,23226901,,29112614
C0033137,Primary Health Care,hlca,ADMINISTERED_TO,C0025266,Male population group,humn,2010,23710120,23710120,,28541560
C0033137,Primary Health Care,hlca,ADMINISTERED_TO,C0042610,Veterans,humn,2010,20009091,20009091,,25390855
C0033308,Progesterone,horm,ADMINISTERED_TO,C0003062,Animals,anim,2010,20004707,20004707,,22533731
C0033308,Progesterone,horm,ADMINISTERED_TO,C0020114,Human,humn,2010,19903932,19903932,,19622565
C0033488,Propolis,bacs,ADMINISTERED_TO,C0026809,Mus,mamm,2010,20013318,20013318,,27703258
C0033497,Propranolol,orch,ADMINISTERED_TO,C0003062,Animals,anim,2010,19941907,19941907,,22407120
C0033607,Protease Inhibitor,bacs,ADMINISTERED_TO,C0030705,Patients,humn,2010,20012652,20012652,,27244370
C0033684,Proteins,aapp,ADMINISTERED_TO,C0007634,Cells,cell,2010,19935648,19935648,,18881459
C0033968,Psychotherapy,topp,ADMINISTERED_TO,C0086287,Females,humn,2010,24600260,24600260,,23378280
C0033968,Psychotherapy,topp,ADMINISTERED_TO,C0086582,Males,popg,2010,24600260,24600260,,23378280
C0033968,Psychotherapy,topp,ADMINISTERED_TO,C0205653,Adolescent,humn,2010,24600260,24600260,,23378280
C0033972,"Psychotherapy, Multiple",topp,ADMINISTERED_TO,C0030705,Patients,humn,2010,23960733,23960733,,26017164
C0034085,Pulmonary Surfactants,bacs,ADMINISTERED_TO,C0021270,Infant,humn,2010,19910172,19910172,,22756750
C0034115,Paracentesis,hlca,ADMINISTERED_TO,C0024908,Matched Groups,humn,2010,19953279,19953279,,28743814
C0034618,Radiation therapy,topp,ADMINISTERED_TO,C0030705,Patients,humn,2010,19904495,19904495,,19837028
C0035110,Repeat Surgery,topp,ADMINISTERED_TO,C0030705,Patients,humn,2010,20014172,20014172,,28170985
C0035139,Surgical Replantation,topp,ADMINISTERED_TO,C0030705,Patients,humn,2010,20013648,20013648,,27890012
C0035142,Replicon,bacs,ADMINISTERED_TO,C0007634,Cells,cell,2010,19940973,19940973,,21831452
C0035339,Retinoids,bacs,ADMINISTERED_TO,C0030705,Patients,humn,2010,20000864,20000864,,20405262
C0035525,Ribavirin,phsu,ADMINISTERED_TO,C0030705,Patients,humn,2010,19950239,19950239,,27248291
C0035668,RNA,bacs,ADMINISTERED_TO,C0003062,Animals,anim,2010,20005905,20005905,,23343735
C0035668,RNA,bacs,ADMINISTERED_TO,C0007634,Cells,cell,2010,19996297,19996297,,7361830
C0035668,RNA,bacs,ADMINISTERED_TO,C0008111,Pan troglodytes,mamm,2010,20009012,20009012,,25350896
C0035668,RNA,bacs,ADMINISTERED_TO,C0020114,Human,humn,2010,20009012,20009012,,25350896
C0035668,RNA,bacs,ADMINISTERED_TO,C0024400,Macaca mulatta,mamm,2010,20009012,20009012,,25350896
C0035668,RNA,bacs,ADMINISTERED_TO,C0024660,Mammals,mamm,2010,19937814,19937814,,20167930
C0035668,RNA,bacs,ADMINISTERED_TO,C0029235,Organism,orgm,2010,19903500,19903500,,19331297
C0035693,"RNA, Double-Stranded",bacs,ADMINISTERED_TO,C0007634,Cells,cell,2010,20015051,20015051,,28616986
C0035696,"RNA, Messenger",bacs,ADMINISTERED_TO,C0003062,Animals,anim,2010,19917050,19917050,,26803312
C0035849,Root Canal Therapy,topp,ADMINISTERED_TO,C0282122,Respondents,humn,2010,23960485,23960485,,25902990
C0036557,Sedatives,phsu,ADMINISTERED_TO,C0034693,Rattus norvegicus,mamm,2010,19998067,19998067,,19239365
C0036581,Selenium,bacs,ADMINISTERED_TO,C0003062,Animals,anim,2010,19913299,19913299,,24622599
C0036751,Serotonin,orch,ADMINISTERED_TO,C0027882,Neurons,cell,2010,20006597,20006597,,23741158
C0037494,Sodium Chloride,bacs,ADMINISTERED_TO,C0034693,Rattus norvegicus,mamm,2010,19912999,19912999,,24394729
C0037494,Sodium Chloride,phsu,ADMINISTERED_TO,C0034715,"Rats, Sprague-Dawley",mamm,2010,20002520,20002520,,21311484
C0037799,Spectrin,bacs,ADMINISTERED_TO,C0679670,network,humn,2010,20007969,20007969,,24684002
C0037981,Spirometry,diap,ADMINISTERED_TO,C0679646,Participant,humn,2010,20012982,20012982,,27471274
C0037982,Spironolactone,phsu,ADMINISTERED_TO,C0026809,Mus,mamm,2010,19913415,19913415,,24691712
C0038317,Steroids,strd,ADMINISTERED_TO,C0026809,Mus,mamm,2010,19913568,19913568,,24812773
C0038317,Steroids,strd,ADMINISTERED_TO,C0030705,Patients,humn,2010,19942359,19942359,,22665187
C0038432,Streptozocin,antb,ADMINISTERED_TO,C0026809,Mus,mamm,2010,20008278,20008278,,24940616
C0039286,Tamoxifen,orch,ADMINISTERED_TO,C0030705,Patients,humn,2010,19968660,19968660,,2398501
C0039286,Tamoxifen,orch,ADMINISTERED_TO,C0031831,Physicians,humn,2010,19908143,19908143,,21741330
C0039286,Tamoxifen,orch,ADMINISTERED_TO,C0043210,Woman,humn,2010,19908143,19908143,,21740786
C0039601,Testosterone,horm,ADMINISTERED_TO,C0043210,Woman,humn,2010,23148160,23148160,,21093710
C0039736,Thalidomide,hops,ADMINISTERED_TO,C0030705,Patients,humn,2010,20000865,20000865,,20407196
C0039736,Thalidomide,hops,ADMINISTERED_TO,C0031831,Physicians,humn,2010,20000865,20000865,,20407196
C0040018|7054,Thrombin|TH,bacs,ADMINISTERED_TO,C0003062,Animals,anim,2010,19969022,19969022,,2733033
C0040052|7066,Thrombopoietin|THPO,bacs,ADMINISTERED_TO,C0026809,Mus,mamm,2010,23675197,23675197,,28284642
C0040395,tomography,diap,ADMINISTERED_TO,C0030705,Patients,humn,2010,19937044,19937044,,19695421
C0040615,Antipsychotic Agents,phsu,ADMINISTERED_TO,C0030705,Patients,humn,2010,20002531,20002531,,21324357
C0040615,Antipsychotic Agents,phsu,ADMINISTERED_TO,C0033872,Psychiatrist,humn,2010,20004980,20004980,,22708859
C0040616,Anti-Anxiety Agents,phsu,ADMINISTERED_TO,C0034693,Rattus norvegicus,mamm,2010,19998067,19998067,,19239365
C0040616,Anti-Anxiety Agents,phsu,ADMINISTERED_TO,C0043210,Woman,humn,2010,19940453,19940453,,21625524
C0040627,Trans-Activators,aapp,ADMINISTERED_TO,C0225828,"Myocytes, Cardiac",cell,2010,20008276,20008276,,24936102
C0040648,TRANSCRIPTION FACTOR,aapp,ADMINISTERED_TO,C0007634,Cells,cell,2010,24693156,24693156,,20518655
C0040648,TRANSCRIPTION FACTOR,aapp,ADMINISTERED_TO,C0225369,Chondrocytes,cell,2010,19950014,19950014,,27088833
C0040648,TRANSCRIPTION FACTOR,aapp,ADMINISTERED_TO,C0737240,Somatic cell,cell,2010,24693156,24693156,,20518424
C0040648,TRANSCRIPTION FACTOR,aapp,ADMINISTERED_TO,C0872076,Pluripotent Stem Cells,cell,2010,20014278,20014278,,28213393
C0040732,Transplantation,topp,ADMINISTERED_TO,C0001675,Adult,humn,2010,19997789,19997789,,19084746
C0040732,Transplantation,topp,ADMINISTERED_TO,C0026809,Mus,mamm,2010,19908017,19908017,,21644047
C0040732,Transplantation,topp,ADMINISTERED_TO,C0030705,Patients,humn,2010,19935727,19935727,,18938275
C0040732,Transplantation,topp,ADMINISTERED_TO,C0034693,Rattus norvegicus,mamm,2010,19906331,19906331,,20721446
C0040732,Transplantation,topp,ADMINISTERED_TO,C0085112,SCID Mice,mamm,2010,19995919,19995919,,7102028
C0040739,"Transplantation, Homologous",topp,ADMINISTERED_TO,C0030705,Patients,humn,2010,19935727,19935727,,18938275
C0040808,Treatment Protocols,topp,ADMINISTERED_TO,C0026809,Mus,mamm,2010,19939877,19939877,,21162807
C0040808,Treatment Protocols,topp,ADMINISTERED_TO,C0030705,Patients,humn,2010,19950236,19950236,,27244295
C0040958,Triclosan,orch,ADMINISTERED_TO,C0324537,"Rats, Long-Evans",mamm,2010,19910387,19910387,,22876154
C0041236,TRYPSIN,aapp,ADMINISTERED_TO,C0007634,Cells,cell,2010,19997869,19997869,,19126407
C0041290,Tuberculin Test,diap,ADMINISTERED_TO,C0030705,Patients,humn,2010,18985452,18985452,,121372875
C0041368,Tumor Necrosis Factors,imft,ADMINISTERED_TO,C0030705,Patients,humn,2010,20012550,20012550,,27165925
C0041385,Tunicamycin,bacs,ADMINISTERED_TO,C0007634,Cells,cell,2010,19951703,19951703,,27970282
C0041618,Ultrasonography,diap,ADMINISTERED_TO,C0030705,Patients,humn,2010,20005534,20005534,,23079877
C0042196,Vaccination,topp,ADMINISTERED_TO,C0206745,"Mice, Knockout",mamm,2010,19908287,19908287,,21858219
C0042210,Vaccines,imft,ADMINISTERED_TO,C0008059,Child,humn,2010,19906895,19906895,,21079145
C0042210,Vaccines,imft,ADMINISTERED_TO,C0026809,Mus,mamm,2010,19967396,19967396,,1456675
C0042210,Vaccines,imft,ADMINISTERED_TO,C0030551,parent,humn,2010,23756797,23756797,,18806279
C0042210,Vaccines,imft,ADMINISTERED_TO,C0033011,Pregnant Women,humn,2010,19969117,19969117,,2865877
C0042210,Vaccines,imft,ADMINISTERED_TO,C0038492,student,humn,2010,19951199,19951199,,27756150
C0042210,Vaccines,imft,ADMINISTERED_TO,C0043210,Woman,humn,2010,19951199,19951199,,27756150
C0042211,"Vaccines, Attenuated",imft,ADMINISTERED_TO,C0008059,Child,humn,2010,20003918,20003918,,22021853
C0042291,Valproic Acid,lipd,ADMINISTERED_TO,C0026447,Monkeys,mamm,2010,24278535,24278535,,21188822
C0042291,Valproic Acid,lipd,ADMINISTERED_TO,C0030705,Patients,humn,2010,20000866,20000866,,20408879
C0042395,Vasoactive Intestinal Peptide,horm,ADMINISTERED_TO,C0003062,Animals,anim,2010,19953344,19953344,,28801809
C0042395,Vasoactive Intestinal Peptide,horm,ADMINISTERED_TO,C0034693,Rattus norvegicus,mamm,2010,19936638,19936638,,19462676
C0042479,Venoms,bacs,ADMINISTERED_TO,C0007634,Cells,cell,2010,20006617,20006617,,23763022
C0042479,Venoms,bacs,ADMINISTERED_TO,C0009932,Control Groups,humn,2010,19945531,19945531,,24506928
C0042479,Venoms,hops,ADMINISTERED_TO,C0023047,Larva,invt,2010,20006617,20006617,,23762646
C0042479,Venoms,bacs,ADMINISTERED_TO,C0029974,Ovum,cell,2010,20006617,20006617,,23762278
C0042666|7431,Vimentin|VIM,aapp,ADMINISTERED_TO,C0007634,Cells,cell,2010,19903502,19903502,,19332902
C0042670,Vinblastine,bacs,ADMINISTERED_TO,C0030705,Patients,humn,2010,19952952,19952952,,28581996
C0042839,Vitamin A,orch,ADMINISTERED_TO,C0008100,"Child, Preschool",humn,2010,20003622,20003622,,21841636
C0042839,Vitamin A,orch,ADMINISTERED_TO,C0034693,Rattus norvegicus,mamm,2010,24278526,24278526,,21177321
C0043031,Warfarin,hops,ADMINISTERED_TO,C0030705,Patients,humn,2010,19907166,19907166,,21312482
C0043047,Water,inch,ADMINISTERED_TO,C0009932,Control Groups,humn,2010,19904501,19904501,,19841896
C0043047,Water,inch,ADMINISTERED_TO,C0026809,Mus,mamm,2010,19906067,19906067,,20556711
C0043047,Water,inch,ADMINISTERED_TO,C0027361,Persons,humn,2010,24409637,24409637,,23594821
C0043047,Water,inch,ADMINISTERED_TO,C0029235,Organism,orgm,2010,20009247,20009247,,25473626
C0043047,Water,inch,ADMINISTERED_TO,C0237401,Individual,humn,2010,20009255,20009255,,25479208
C0043047,Water,inch,ADMINISTERED_TO,C1511501,Control Animal,anim,2010,23961093,23961093,,26259128
C0043474,Zidovudine,nnon,ADMINISTERED_TO,C0007634,Cells,cell,2010,19944610,19944610,,23950418
C0043481,Zinc,bacs,ADMINISTERED_TO,C0003062,Animals,anim,2010,20014845,20014845,,28485246
C0044971,17-alpha-hydroxy-progesterone caproate,horm,ADMINISTERED_TO,C0026591,Mothers,humn,2010,20013580,20013580,,27846876
C0047506,3-Iodobenzylguanidine,orch,ADMINISTERED_TO,C0026809,Mus,mamm,2010,20001216,20001216,,20574256
C0049506,Mirtazapine,orch,ADMINISTERED_TO,C0030705,Patients,humn,2010,19941694,19941694,,22253578
C0051522,aluminum sulfate,inch,ADMINISTERED_TO,C0026809,Mus,mamm,2010,20007362,20007362,,24227314
C0051967,anti-c antibody,imft,ADMINISTERED_TO,C0337871,Inca,humn,2010,19969431,19969431,,3066327
C0052432,artesunate,orch,ADMINISTERED_TO,C0026809,Mus,mamm,2010,24278528,24278528,,21180776
C0053932,Bone Morphogenetic Proteins,aapp,ADMINISTERED_TO,C0029418,Osteoblasts,cell,2010,20014079,20014079,,28108664
C0053935|3381,bone sialoprotein|IBSP,aapp,ADMINISTERED_TO,C0007600,Cell Line,cell,2010,20004178,20004178,,22185337
C0055729,cilostazol,orch,ADMINISTERED_TO,C0026809,Mus,mamm,2010,19916050,19916050,,26303313
C0055856,Clarithromycin,orch,ADMINISTERED_TO,C0007634,Cells,cell,2010,19949056,19949056,,26469074
C0056603,cuprous oxide,hops,ADMINISTERED_TO,C0680063,Offspring,humn,2010,19945224,19945224,,24293698
C0056695|1385,Cyclic AMP-Responsive DNA-Binding Protein|CREB1,aapp,ADMINISTERED_TO,C0224522,Synoviocytes,cell,2010,19921094,19921094,,28959018
C0057161,dauricine,orch,ADMINISTERED_TO,C0026809,Mus,mamm,2010,20008063,20008063,,24739937
C0058187,dimazine,orch,ADMINISTERED_TO,C0034693,Rattus norvegicus,mamm,2010,19915331,19915331,,25902343
C0058772,DSP 4,orch,ADMINISTERED_TO,C0034715,"Rats, Sprague-Dawley",mamm,2010,20002520,20002520,,21311484
C0059438,epigallocatechin gallate,orch,ADMINISTERED_TO,C0003062,Animals,anim,2010,20013823,20013823,,28000429
C0059641,estragole,orch,ADMINISTERED_TO,C0034693,Rattus norvegicus,mamm,2010,19913108,19913108,,24506409
C0059985,fludarabine,phsu,ADMINISTERED_TO,C0030705,Patients,humn,2010,19995390,19995390,,6773155
C0059985,fludarabine,phsu,ADMINISTERED_TO,C0599755,cohort,humn,2010,19995390,19995390,,6773674
C0060191,fenpropathrin,orch,ADMINISTERED_TO,C0034715,"Rats, Sprague-Dawley",mamm,2010,20009351,20009351,,25532768
C0060444,Flavonols,orch,ADMINISTERED_TO,C0025936,"Mice, Transgenic",mamm,2010,19917299,19917299,,26949674
C0060549,Fluorexon stain,orch,ADMINISTERED_TO,C1441322,VIABLE CELLS,cell,2010,19916819,19916819,,26668099
C0060926,gabapentin,orch,ADMINISTERED_TO,C0030705,Patients,humn,2010,20012076,20012076,,26823327
C0060993,Galanin,aapp,ADMINISTERED_TO,C0004112,Astrocytes,cell,2010,20004601,20004601,,22438629
C0061751,Glycyrrhizic Acid,orch,ADMINISTERED_TO,C0009932,Control Groups,humn,2010,19998240,19998240,,19262979
C0061751,Glycyrrhizic Acid,orch,ADMINISTERED_TO,C0034715,"Rats, Sprague-Dawley",mamm,2010,19998240,19998240,,19262873
C0061928,GTPase-Activating Proteins,aapp,ADMINISTERED_TO,C0007634,Cells,cell,2010,20000623,20000623,,20265490
C0065749,matrigel,aapp,ADMINISTERED_TO,C1113687,human embryonic stem cell line,cell,2010,19907971,19907971,,21615303
C0065896,melamine,hops,ADMINISTERED_TO,C0012984,Canis familiaris,mamm,2010,19915330,19915330,,25900822
C0066677,modafinil,orch,ADMINISTERED_TO,C0030705,Patients,humn,2010,19937504,19937504,,19979688
C0066814,Morphine Sulfate,orch,ADMINISTERED_TO,C0034693,Rattus norvegicus,mamm,2010,19915516,19915516,,25955463
C0066814,Morphine Sulfate,orch,ADMINISTERED_TO,C0034716,"Rats, Wistar",mamm,2010,19936637,19936637,,19460498
C0068559,nereistoxin,hops,ADMINISTERED_TO,C0684072,albino rat,mamm,2010,23961093,23961093,,26258957
C0069580,Opsin,bacs,ADMINISTERED_TO,C0026809,Mus,mamm,2010,19952284,19952284,,28250019
C0070166,clopidogrel,orch,ADMINISTERED_TO,C0030705,Patients,humn,2010,23226041,23226041,,28411532
C0070455,Permethrin,hops,ADMINISTERED_TO,C0034715,"Rats, Sprague-Dawley",mamm,2010,20009351,20009351,,25532768
C0072027,procalcitonin,bacs,ADMINISTERED_TO,C0003062,Animals,anim,2010,20002097,20002097,,21061262
C0072108,Proliferating Cell Nuclear Antigen,aapp,ADMINISTERED_TO,C0003062,Animals,anim,2010,20012496,20012496,,27131878
C0072591,puerarin,orch,ADMINISTERED_TO,C0034693,Rattus norvegicus,mamm,2010,20006564,20006564,,23710656
C0072892,Quinpirole,orch,ADMINISTERED_TO,C0034715,"Rats, Sprague-Dawley",mamm,2010,19953655,19953655,,28962048
C0073096,resveratrol,orch,ADMINISTERED_TO,C0026809,Mus,mamm,2010,20008278,20008278,,24940731
C0073096,resveratrol,orch,ADMINISTERED_TO,C0034693,Rattus norvegicus,mamm,2010,20013818,20013818,,27995139
C0073393,Risperidone,orch,ADMINISTERED_TO,C0030705,Patients,humn,2010,19909229,19909229,,22234878
C0073393,Risperidone,orch,ADMINISTERED_TO,C0870604,Girls,humn,2010,20014956,20014956,,28550865
C0074493,sibutramine,orch,ADMINISTERED_TO,C0237401,Individual,humn,2010,19937362,19937362,,19885916
C0074710,pramipexol,orch,ADMINISTERED_TO,C0030705,Patients,humn,2010,24868384,24868384,,28433645
C0076080,temozolomide,orch,ADMINISTERED_TO,C0030705,Patients,humn,2010,19952963,19952963,,28597815
C0076829,topiramate,orch,ADMINISTERED_TO,C0030705,Patients,humn,2010,23960733,23960733,,26017164
C0078257,vinorelbine,orch,ADMINISTERED_TO,C0030705,Patients,humn,2010,19944596,19944596,,23941467
C0078569,venlafaxine,orch,ADMINISTERED_TO,C0034693,Rattus norvegicus,mamm,2010,19942635,19942635,,22823022
C0078839,zolpidem,orch,ADMINISTERED_TO,C0027361,Persons,humn,2010,19914223,19914223,,25216458
C0079083,Carboplatin,orch,ADMINISTERED_TO,C0030705,Patients,humn,2010,19917843,19917843,,27329717
C0079189,cytokine,imft,ADMINISTERED_TO,C0026809,Mus,mamm,2010,19914088,19914088,,25132059
C0079189,cytokine,imft,ADMINISTERED_TO,C0034693,Rattus norvegicus,mamm,2010,19914721,19914721,,25518050
C0079189,cytokine,aapp,ADMINISTERED_TO,C0225360,Myofibroblast,cell,2010,19995745,19995745,,6995039
C0079189,cytokine,aapp,ADMINISTERED_TO,C0312737,Immunologic cell,cell,2010,19951284,19951284,,27794700
C0079281,Endothelin-1,bacs,ADMINISTERED_TO,C0034693,Rattus norvegicus,mamm,2010,19913535,19913535,,24783362
C0079304,Esophagogastroduodenoscopy,diap,ADMINISTERED_TO,C0030705,Patients,humn,2010,19903193,19903193,,19143787
C0079460,Granulocyte-Macrophage Colony-Stimulating Factor,aapp,ADMINISTERED_TO,C0005955,Bone Marrow Cells,cell,2010,20015454,20015454,,28851679
C0079784|1437|3918,Macrophage Colony-Stimulating Factor|CSF2|LAMC2,imft,ADMINISTERED_TO,C0206745,"Mice, Knockout",mamm,2010,19941113,19941113,,21933103
C0079883,N-Methylaspartate,aapp,ADMINISTERED_TO,C0007634,Cells,cell,2010,19968757,19968757,,2481446
C0085093,"Medicine, African Traditional",hlca,ADMINISTERED_TO,C0035173,Research Personnel,humn,2010,20013815,20013815,,27992294
C0085101,Radioimmunotherapy,topp,ADMINISTERED_TO,C0030705,Patients,humn,2010,19995390,19995390,,6773155
C0085151,Amyloid beta-Protein Precursor,bacs,ADMINISTERED_TO,C0029235,Organism,orgm,2010,20012092,20012092,,26839208
C0085208,Bupropion,orch,ADMINISTERED_TO,C0034693,Rattus norvegicus,mamm,2010,18982003,18982003,,121354865
C0085272,Leuprolide,horm,ADMINISTERED_TO,C0030705,Patients,humn,2010,19912212,19912212,,23764761
