subject_cui,subject_name,subject_semtype,predicate,object_cui,object_name,object_semtype,first_year,first_pmid,citation_pmid,first_issn,first_sentence_id,Questions
C0038293,Sternum,bpoc,LOCATION_OF,C0180249,Cushions,medd,2010,19902276,19902276,,18653147,Which medical entities is the anatomical location of Sternum?
C0038351,Stomach,bpoc,LOCATION_OF,C0086337,Gastric Feeding Tubes,medd,2010,27732531,27732531,,7495936,Which medical entities is the anatomical location of Stomach?
C0038351,Stomach,bpoc,LOCATION_OF,C0205815,"Leiomyosarcoma, Epithelioid",neop,2010,19935059,19935059,,18698387,Which diseases or conditions is the anatomical location of Stomach?
C0038351,Stomach,bpoc,LOCATION_OF,C0879615,Stromal Neoplasm,neop,2010,19935059,19935059,,18698261,Which diseases or conditions is the anatomical location of Stomach?
C0040300,Body tissue,tisu,LOCATION_OF,C1326912,Tumorigenesis,neop,2010,19966802,19966802,,950315,Which diseases or conditions is the anatomical location of Body tissue?
C0042027,Urinary tract,bpoc,LOCATION_OF,C0021311,Infection,dsyn,2010,19966814,19966814,,963261,Which diseases or conditions is the anatomical location of Urinary tract?
C0042960,Voluntary Workers,humn,LOCATION_OF,C0020846,"Immunoglobulins, E",aapp,2010,18977173,18977173,,121328209,Which proteins is the anatomical location of Voluntary Workers?
C0162783,Prefrontal Cortex,bpoc,LOCATION_OF,C0030069,Oxyhemoglobin,aapp,2010,19997036,19997036,,18663818,Which proteins is the anatomical location of Prefrontal Cortex?
C0175996,Protoplasm,celc,LOCATION_OF,C1323274,Metal Ion Binding,moft,2010,27721358,27721358,,1261886,Which medical entities is the anatomical location of Protoplasm?
C0178784,Organ,bpoc,LOCATION_OF,C0277785,Functional disorder,patf,2010,25302435,25302435,,18690435,Which pathologic functions is the anatomical location of Organ?
C0205093,Lateral,spco,LOCATION_OF,C0027882,Neurons,cell,2010,19966839,19966839,,974112,Which cell types is the anatomical location of Lateral?
C0205095,Dorsal,spco,LOCATION_OF,C0027882,Neurons,cell,2010,19966839,19966839,,974404,Which cell types is the anatomical location of Dorsal?
C0205146,Area,spco,LOCATION_OF,C0007634,Cells,cell,2010,19966838,19966838,,972860,Which cell types is the anatomical location of Area?
C0227525,Hepatocyte,cell,LOCATION_OF,C0162638,Apoptosis,celf,2010,19997066,19997066,,18699722,Which cell types is the anatomical location of Hepatocyte?
C0229664,peripheral blood,bdsu,LOCATION_OF,6343,SCT,aapp,2010,19966848,19966848,,978626,Which proteins is the anatomical location of peripheral blood?
C0229671,Serum,bdsu,LOCATION_OF,C0001899,Alanine Transaminase,aapp,2010,19997050,19997050,,18678467,Which proteins is the anatomical location of Serum?
C0229671,Serum,bdsu,LOCATION_OF,C0010294,Creatinine,bacs,2010,19902268,19902268,,18646497,Which active substances is the anatomical location of Serum?
C0229671,Serum,bdsu,LOCATION_OF,C0019796,HMGB1 Protein,aapp,2010,19997046,19997046,,18671652,Which proteins is the anatomical location of Serum?
C0229671,Serum,bdsu,LOCATION_OF,C0021760,Interleukin-6,aapp,2010,19997050,19997050,,18678766,Which proteins is the anatomical location of Serum?
C0229745,Structure of lymph node of thorax,bpoc,LOCATION_OF,C0006826,Malignant Neoplasms,neop,2010,27755789,27755789,,16901230,Which diseases or conditions is the anatomical location of Structure of lymph node of thorax?
C0230150,Posterior mediastinum,blor,LOCATION_OF,C0027809,Neurilemmoma,neop,2010,27755798,27755798,,16903781,Which diseases or conditions is the anatomical location of Posterior mediastinum?
C0230168,Abdominal Cavity,blor,LOCATION_OF,C0440790,Solid organ,bpoc,2010,25302437,25302437,,18692224,Which tissues or organs is the anatomical location of Abdominal Cavity?
C0255998|135,Adenosine A2A Receptor|ADORA2A,gngm,LOCATION_OF,C1158816,mRNA transcription,genf,2010,19997047,19997047,,18673239,Which medical entities is the anatomical location of Adenosine A2A Receptor|ADORA2A?
C0369241,"Fungi, Filamentous",fngs,LOCATION_OF,C1260229,Cellulases,aapp,2010,19902281,19902281,,18659703,"Which proteins is the anatomical location of Fungi, Filamentous?"
C0456605,Pedicles,bpoc,LOCATION_OF,C0301559,Screw,medd,2010,19902275,19902275,,18651781,Which medical entities is the anatomical location of Pedicles?
C0460004,Head and neck structure,blor,LOCATION_OF,C0006826,Malignant Neoplasms,neop,2010,27755781,27755781,,16898855,Which diseases or conditions is the anatomical location of Head and neck structure?
C0475358,Tumor tissue sample,bpoc,LOCATION_OF,C0027651,Neoplasm,neop,2010,19997065,19997065,,18697412,Which diseases or conditions is the anatomical location of Tumor tissue sample?
C0506947,Segment of aorta,bpoc,LOCATION_OF,C0031469,Phenylephrine,orch,2010,19997045,19997045,,18670298,Which chemicals is the anatomical location of Segment of aorta?
C0524466,Intracranial,blor,LOCATION_OF,C0162869,"Aneurysm, Ruptured",dsyn,2010,19997064,19997064,,18695540,Which diseases or conditions is the anatomical location of Intracranial?
C0557829,Healthcare services,hcro,LOCATION_OF,C0043227,Work,ocac,2010,27744941,27744941,,12888614,Which medical entities is the anatomical location of Healthcare services?
C0587481,Gynecology department,hcro,LOCATION_OF,C0220931,Training,edac,2010,27753373,27753373,,16295602,Which medical entities is the anatomical location of Gynecology department?
C0599779,Animal Model,anim,LOCATION_OF,C0246904,Levosimendan,orch,2010,19997054,19997054,,18685771,Which chemicals is the anatomical location of Animal Model?
C0599779,Animal Model,anim,LOCATION_OF,C0379275|5465,PPAR delta|PPARA,aapp,2010,19997057,19997057,,18689488,Which proteins is the anatomical location of Animal Model?
C0599779,Animal Model,anim,LOCATION_OF,C0596812,ketoaldehyde,orch,2010,27721340,27721340,,1242248,Which chemicals is the anatomical location of Animal Model?
C0699819,Gut,bpoc,LOCATION_OF,C0314761,Normal flora,bact,2010,27741668,27741668,,11478520,Which bacterias is the anatomical location of Gut?
C0817096,Chest,blor,LOCATION_OF,C0040395,tomography,diap,2010,27755814,27755814,,16909422,Which medical entities is the anatomical location of Chest?
C0817096,Chest,blor,LOCATION_OF,C0221198,Lesion,fndg,2010,27755792,27755792,,16902213,Which clinical findings is the anatomical location of Chest?
C0817096,Chest,blor,LOCATION_OF,C1306645,Plain x-ray,diap,2010,27755814,27755814,,16909345,Which medical entities is the anatomical location of Chest?
C0935623,Pole,blor,LOCATION_OF,C0016733,frontal lobe,bpoc,2010,19966838,19966838,,972399,Which tissues or organs is the anatomical location of Pole?
C0997177,Saccharum,plnt,LOCATION_OF,C0052924,bagasse,orch,2010,19902281,19902281,,18659112,Which chemicals is the anatomical location of Saccharum?
C1002107,Penicillium funiculosum,fngs,LOCATION_OF,C1260229,Cellulases,aapp,2010,19902281,19902281,,18658928,Which proteins is the anatomical location of Penicillium funiculosum?
C1063317,Micrasterias,plnt,LOCATION_OF,C0037494,Sodium Chloride,inch,2010,19902325,19902325,,18690242,Which medical entities is the anatomical location of Micrasterias?
C1140618,Upper Extremity,bpoc,LOCATION_OF,C0007859,Neck Pain,sosy,2010,19902277,19902277,,18654444,Which medical entities is the anatomical location of Upper Extremity?
C1167322,integral to membrane,celc,LOCATION_OF,C0012222,Diffusion,npop,2010,27721352,27721352,,1253255,Which medical entities is the anatomical location of integral to membrane?
C1266909,Entire bony skeleton,bdsy,LOCATION_OF,C0522536,Allografting,topp,2010,18987016,18987016,,121381743,Which medical entities is the anatomical location of Entire bony skeleton?
C1266915,Entire condyle,bpoc,LOCATION_OF,C0002072,Alkanesulfonates,orch,2010,19902334,19902334,,18697686,Which chemicals is the anatomical location of Entire condyle?
C1266915,Entire condyle,bpoc,LOCATION_OF,C0178528,carboxylate,orch,2010,19902334,19902334,,18697686,Which chemicals is the anatomical location of Entire condyle?
C1269578,Entire substantia nigra,bpoc,LOCATION_OF,C0079189,cytokine,aapp,2010,18986737,18986737,,121379760,Which proteins is the anatomical location of Entire substantia nigra?
C1269578,Entire substantia nigra,bpoc,LOCATION_OF,C0285890,alpha-Synuclein,aapp,2010,18986737,18986737,,121379761,Which proteins is the anatomical location of Entire substantia nigra?
C1272575,Heart tissue,tisu,LOCATION_OF,C0043240,Wound Healing,orgf,2010,19996982,19996982,,18649934,Which medical entities is the anatomical location of Heart tissue?
C1273810,NHS Trust,hcro,LOCATION_OF,C0035168,research,resa,2010,27744949,27744949,,12889443,Which medical entities is the anatomical location of NHS Trust?
C1280081,Entire left pleural cavity,bsoj,LOCATION_OF,C0040405,X-Ray Computed Tomography,diap,2010,27755799,27755799,,16904080,Which medical entities is the anatomical location of Entire left pleural cavity?
C1280692,Entire peripancreatic tissue,tisu,LOCATION_OF,C0151747,Renal tubular disorder,dsyn,2010,18972151,18972151,,121299241,Which diseases or conditions is the anatomical location of Entire peripancreatic tissue?
C1305533,Entire cervical disc,bpoc,LOCATION_OF,C0019270,Hernia,anab,2010,19902277,19902277,,18653948,Which medical entities is the anatomical location of Entire cervical disc?
C1305775,Entire portal vein,bpoc,LOCATION_OF,C0179790,"Swan-Ganz catheter, device",medd,2010,19997054,19997054,,18684825,Which medical entities is the anatomical location of Entire portal vein?
C1305775,Entire portal vein,bpoc,LOCATION_OF,C0182411,"Probes, Ultrasonic",medd,2010,19997054,19997054,,18684825,Which medical entities is the anatomical location of Entire portal vein?
C1440080,Alveolar,bpoc,LOCATION_OF,C0333280,Diffuse hemorrhage,patf,2010,19966843,19966843,,976210,Which pathologic functions is the anatomical location of Alveolar?
C1517186,Filament,celc,LOCATION_OF,C1047211,Cyanobacterium,bact,2010,19966815,19966815,,963850,Which bacterias is the anatomical location of Filament?
C1522259,Muscle - Striated (Skeletal) (MMHCC),tisu,LOCATION_OF,C0010287,Creatine Kinase,aapp,2010,18976957,18976957,,121326761,Which proteins is the anatomical location of Muscle - Striated (Skeletal) (MMHCC)?
C1522601,Cardiac,spco,LOCATION_OF,C0007634,Cells,cell,2010,19997048,19997048,,18673995,Which cell types is the anatomical location of Cardiac?
C1552160,Supernumerary mandibular right primary canine,bpoc,LOCATION_OF,C0024337,Lysine,aapp,2010,19966801,19966801,,951929,Which proteins is the anatomical location of Supernumerary mandibular right primary canine?
C1552516,Specialty Group,hcro,LOCATION_OF,C0751980,Comet Assay,mbrt,2010,19902326,19902326,,18693168,Which medical entities is the anatomical location of Specialty Group?
C1552516,Specialty Group,hcro,LOCATION_OF,C0936012,Analysis,resa,2010,19902297,19902297,,18668696,Which medical entities is the anatomical location of Specialty Group?
C0013798,Electrocardiogram,diap,MEASURES,C0549178,Continuous,tmco,2010,19997052,19997052,,18681464,"In a biomedical context, what is the relationship between Electrocardiogram and medical entities via MEASURES?"
C0681814,research study,resa,MEASURES,C1547011,Aspect,qnco,2010,19902284,19902284,,18661736,"In a biomedical context, what is the relationship between research study and medical entities via MEASURES?"
C1510438,Assay,lbpr,MEASURES,C0010287,Creatine Kinase,aapp,2010,18976957,18976957,,121326760,"In a biomedical context, what is the relationship between Assay and proteins via MEASURES?"
C1510438,Assay,lbpr,MEASURES,C0010291,"Creatine Kinase, MM Form",aapp,2010,18976957,18976957,,121326766,"In a biomedical context, what is the relationship between Assay and proteins via MEASURES?"
C0002903,Anesthesia procedures,topp,METHOD_OF,C0040440,Tooth Extraction,topp,2010,19902278,19902278,,18656102,"In a biomedical context, what is the relationship between Anesthesia procedures and medical entities via METHOD_OF?"
C0002903,Anesthesia procedures,topp,METHOD_OF,C0204143,Extraction of single tooth,topp,2010,19902278,19902278,,18656299,"In a biomedical context, what is the relationship between Anesthesia procedures and medical entities via METHOD_OF?"
C0024875,Massage,topp,METHOD_OF,C0035028,Relaxation,topp,2010,27744853,27744853,,12880774,"In a biomedical context, what is the relationship between Massage and medical entities via METHOD_OF?"
C0034618,Radiation therapy,topp,METHOD_OF,C0087111,Therapeutic procedure,topp,2010,19997074,19997074,,18707566,"In a biomedical context, what is the relationship between Radiation therapy and medical entities via METHOD_OF?"
C0176751,Percutaneous endoscopic gastrostomy,topp,METHOD_OF,C0184898,Surgical incisions,topp,2010,27732531,27732531,,7495936,"In a biomedical context, what is the relationship between Percutaneous endoscopic gastrostomy and medical entities via METHOD_OF?"
C0184908,Partial excision,topp,METHOD_OF,C1280903,Exploration procedure,topp,2010,27755814,27755814,,16909591,"In a biomedical context, what is the relationship between Partial excision and medical entities via METHOD_OF?"
C0598717,artery infusion,topp,METHOD_OF,C0013216,Pharmacotherapy,topp,2010,27721358,27721358,,1260440,"In a biomedical context, what is the relationship between artery infusion and medical entities via METHOD_OF?"
C1280903,Exploration procedure,topp,METHOD_OF,C0087111,Therapeutic procedure,topp,2010,18980750,18980750,,121348147,"In a biomedical context, what is the relationship between Exploration procedure and medical entities via METHOD_OF?"
C0939276,Campath,imft,NEG_ADMINISTERED_TO,C0030705,Patients,humn,2010,19966846,19966846,,978042,"In a biomedical context, what is the relationship between Campath and patients or groups via NEG_ADMINISTERED_TO?"
C1261322,Assessment procedure,hlca,NEG_ADMINISTERED_TO,C0027361,Persons,humn,2010,27750963,27750963,,15347211,"In a biomedical context, what is the relationship between Assessment procedure and patients or groups via NEG_ADMINISTERED_TO?"
C0014563,Epinephrine,horm,NEG_AFFECTS,C0018787,Heart,bpoc,2010,19997056,19997056,,18689000,"In a biomedical context, what is the relationship between Epinephrine and tissues or organs via NEG_AFFECTS?"
C0037663,Somatotropin,aapp,NEG_AFFECTS,C0020564,Hypertrophy,patf,2010,19902272,19902272,,18650894,"In a biomedical context, what is the relationship between Somatotropin and pathologic functions via NEG_AFFECTS?"
C0749014,STEROID INTOLERANCE,dsyn,NEG_AFFECTS,C0030705,Patients,humn,2010,19966849,19966849,,979317,"In a biomedical context, what is the relationship between STEROID INTOLERANCE and patients or groups via NEG_AFFECTS?"
6928,HNF1B,gngm,NEG_AUGMENTS,C0012359,Pathological Dilatation,patf,2010,19966811,19966811,,958342,"In a biomedical context, what is the relationship between HNF1B and pathologic functions via NEG_AUGMENTS?"
C0012963,Dobutamine,orch,NEG_AUGMENTS,C0871470,Systolic Pressure,orgf,2010,19935076,19935076,,18705297,"In a biomedical context, what is the relationship between Dobutamine and medical entities via NEG_AUGMENTS?"
C0040615,Antipsychotic Agents,phsu,NEG_AUGMENTS,C0149623,BEHAVIOR DISTURBANCE,mobd,2010,27750955,27750955,,15345781,"In a biomedical context, what is the relationship between Antipsychotic Agents and diseases or conditions via NEG_AUGMENTS?"
C0022744,Knee Injuries,inpo,NEG_CAUSES,C0577655,Quadriceps weakness,sosy,2010,18964233,18964233,,121244758,"In a biomedical context, what is the relationship between Knee Injuries and medical entities via NEG_CAUSES?"
C0020564,Hypertrophy,patf,NEG_COEXISTS_WITH,C0020621,Hypokalemia,fndg,2010,19902272,19902272,,18650894,"In a biomedical context, what is the relationship between Hypertrophy and clinical findings via NEG_COEXISTS_WITH?"
C0085532,Coronary angiography,diap,NEG_DIAGNOSES,C0221198,Lesion,fndg,2010,25302440,25302440,,18695143,"In a biomedical context, what is the relationship between Coronary angiography and clinical findings via NEG_DIAGNOSES?"
C1276413,Therapeutic regimen,topp,NEG_HIGHER_THAN,C0149783,Steroid therapy,topp,2010,19902267,19902267,,18645038,"In a biomedical context, what is the relationship between Therapeutic regimen and medical entities via NEG_HIGHER_THAN?"
C1120972,GW 6471,aapp,NEG_INHIBITS,C1433139,GW0742,orch,2010,19997057,19997057,,18689873,"In a biomedical context, what is the relationship between GW 6471 and chemicals via NEG_INHIBITS?"
C0030899,Pentoxifylline,orch,NEG_INTERACTS_WITH,C0255998|135,Adenosine A2A Receptor|ADORA2A,aapp,2010,19997047,19997047,,18673239,"In a biomedical context, what is the relationship between Pentoxifylline and proteins via NEG_INTERACTS_WITH?"
C0036983,Septic Shock,patf,NEG_ISA,C0036974,Shock,patf,2010,25302436,25302436,,18691454,"In a biomedical context, what is the relationship between Septic Shock and pathologic functions via NEG_ISA?"
C0043096,Body Weight decreased,fndg,NEG_ISA,C0012634,Disease,dsyn,2010,27732532,27732532,,7496422,"In a biomedical context, what is the relationship between Body Weight decreased and diseases or conditions via NEG_ISA?"
C0018787,Heart,bpoc,NEG_LOCATION_OF,C0246904,Levosimendan,orch,2010,19997056,19997056,,18688481,"In a biomedical context, what is the relationship between Heart and chemicals via NEG_LOCATION_OF?"
C0684063,Eukaryota,orgm,NEG_LOCATION_OF,C0025638,Methenamine,orch,2010,18977251,18977251,,121328797,"In a biomedical context, what is the relationship between Eukaryota and chemicals via NEG_LOCATION_OF?"
C0023981,Longitudinal Studies,resa,NEG_MEASURES,C0002395,Alzheimer's Disease,dsyn,2010,18963256,18963256,,121239820,"In a biomedical context, what is the relationship between Longitudinal Studies and diseases or conditions via NEG_MEASURES?"
C0027103,Myosin Type II,aapp,NEG_PART_OF,C0026845,Muscle,tisu,2010,19966783,19966783,,934557,"In a biomedical context, what is the relationship between Myosin Type II and tissues or organs via NEG_PART_OF?"
C0597357,receptor,gngm,NEG_PART_OF,C0027651,Neoplasm,neop,2010,19996973,19996973,,18644145,"In a biomedical context, what is the relationship between receptor and diseases or conditions via NEG_PART_OF?"
C0665341,Estrogen Receptor alpha,gngm,NEG_PART_OF,C0027651,Neoplasm,neop,2010,19996973,19996973,,18643918,"In a biomedical context, what is the relationship between Estrogen Receptor alpha and diseases or conditions via NEG_PART_OF?"
C0031154,Peritonitis,dsyn,NEG_PROCESS_OF,C0026809,Mus,mamm,2010,19997049,19997049,,18676442,"In a biomedical context, what is the relationship between Peritonitis and species via NEG_PROCESS_OF?"
C0032989,"Pregnancy, Multiple",orgf,NEG_PROCESS_OF,C0043210,Woman,humn,2010,18982433,18982433,,121357258,"In a biomedical context, what is the relationship between Pregnancy, Multiple and patients or groups via NEG_PROCESS_OF?"
C0036983,Septic Shock,patf,NEG_PROCESS_OF,C0001675,Adult,humn,2010,25302436,25302436,,18691454,"In a biomedical context, what is the relationship between Septic Shock and patients or groups via NEG_PROCESS_OF?"
C0037369,Smoking,inbe,NEG_PROCESS_OF,C0043210,Woman,humn,2010,27755800,27755800,,16904460,"In a biomedical context, what is the relationship between Smoking and patients or groups via NEG_PROCESS_OF?"
C0242379,Malignant neoplasm of lung,neop,NEG_PROCESS_OF,C0043210,Woman,humn,2010,27755800,27755800,,16904460,"In a biomedical context, what is the relationship between Malignant neoplasm of lung and patients or groups via NEG_PROCESS_OF?"
C0085208,Bupropion,orch,NEG_STIMULATES,C0003695,Arachidonic Acid,eico,2010,18982003,18982003,,121354861,"In a biomedical context, what is the relationship between Bupropion and medical entities via NEG_STIMULATES?"
C0003158,Anthelmintics,phsu,NEG_TREATS,C0007452,Cattle,mamm,2010,18980850,18980850,,121348773,"In a biomedical context, what is the relationship between Anthelmintics and species via NEG_TREATS?"
C0003158,Anthelmintics,phsu,NEG_TREATS,C0019944,Equus caballus,mamm,2010,18980850,18980850,,121348773,"In a biomedical context, what is the relationship between Anthelmintics and species via NEG_TREATS?"
C0003158,Anthelmintics,phsu,NEG_TREATS,C0036945,Sheep,mamm,2010,18980850,18980850,,121348773,"In a biomedical context, what is the relationship between Anthelmintics and species via NEG_TREATS?"
C0021027,Immunoglobulins,phsu,NEG_TREATS,C0042960,Voluntary Workers,humn,2010,18977173,18977173,,121328210,"In a biomedical context, what is the relationship between Immunoglobulins and patients or groups via NEG_TREATS?"
C0037663,Somatotropin,horm,NEG_TREATS,C0034693,Rattus norvegicus,mamm,2010,19902272,19902272,,18650248,"In a biomedical context, what is the relationship between Somatotropin and species via NEG_TREATS?"
C0149783,Steroid therapy,topp,NEG_TREATS,C0024141,"Lupus Erythematosus, Systemic",dsyn,2010,19902267,19902267,,18645038,"In a biomedical context, what is the relationship between Steroid therapy and diseases or conditions via NEG_TREATS?"
C1276413,Therapeutic regimen,topp,NEG_TREATS,C0024141,"Lupus Erythematosus, Systemic",dsyn,2010,19902267,19902267,,18645038,"In a biomedical context, what is the relationship between Therapeutic regimen and diseases or conditions via NEG_TREATS?"
C0004096,Asthma,dsyn,OCCURS_IN,C0683971,General Population,popg,2010,18977173,18977173,,121328207,"In a biomedical context, what is the relationship between Asthma and medical entities via OCCURS_IN?"
C0015732,Fecal Incontinence,dsyn,OCCURS_IN,C0027361,Persons,popg,2010,27741676,27741676,,11480472,"In a biomedical context, what is the relationship between Fecal Incontinence and medical entities via OCCURS_IN?"
C0020517,Hypersensitivity,patf,OCCURS_IN,C0683971,General Population,popg,2010,18977173,18977173,,121328207,"In a biomedical context, what is the relationship between Hypersensitivity and medical entities via OCCURS_IN?"
23218,NBEAL2,gngm,PART_OF,C0018563,Hand,bpoc,2010,27744968,27744968,,12891732,"In a biomedical context, what is the relationship between NBEAL2 and tissues or organs via PART_OF?"
26523,AGO1,gngm,PART_OF,C0012578,Diptera,invt,2010,19966796,19966796,,946793,"In a biomedical context, what is the relationship between AGO1 and medical entities via PART_OF?"
3497,IGHE,gngm,PART_OF,C0020114,Human,humn,2010,18977173,18977173,,121328206,"In a biomedical context, what is the relationship between IGHE and patients or groups via PART_OF?"
6584,SLC22A5,gngm,PART_OF,C0018787,Heart,bpoc,2010,27721360,27721360,,1266489,"In a biomedical context, what is the relationship between SLC22A5 and tissues or organs via PART_OF?"
6584,SLC22A5,gngm,PART_OF,C0022646,Kidney,bpoc,2010,27721360,27721360,,1265928,"In a biomedical context, what is the relationship between SLC22A5 and tissues or organs via PART_OF?"
8788,DLK1,gngm,PART_OF,C0008662,"Chromosomes, Human, Pair 2",celc,2010,19966805,19966805,,954460,"In a biomedical context, what is the relationship between DLK1 and medical entities via PART_OF?"
C0001271,Actins,aapp,PART_OF,C1267092,Smooth muscle (tissue),tisu,2010,19935059,19935059,,18699254,"In a biomedical context, what is the relationship between Actins and tissues or organs via PART_OF?"
C0003242,"Antibodies, Anti-Idiotypic",aapp,PART_OF,C1167250,lipid raft,celc,2010,19997063,19997063,,18694122,"In a biomedical context, what is the relationship between Antibodies, Anti-Idiotypic and medical entities via PART_OF?"
C0003483,Aorta,bpoc,PART_OF,C0025914,House mice,mamm,2010,19997045,19997045,,18669871,"In a biomedical context, what is the relationship between Aorta and species via PART_OF?"
C0003842,Arteries,bpoc,PART_OF,C0028977,Omentum,bpoc,2010,19997045,19997045,,18669871,"In a biomedical context, what is the relationship between Arteries and tissues or organs via PART_OF?"
C0005682,Bladder,bpoc,PART_OF,C0684075,sow,mamm,2010,18976940,18976940,,121326649,"In a biomedical context, what is the relationship between Bladder and species via PART_OF?"
C0005767,Blood,tisu,PART_OF,C0006104,Brain,bpoc,2010,19902322,19902322,,18687038,"In a biomedical context, what is the relationship between Blood and tissues or organs via PART_OF?"
C0006104,Brain,bpoc,PART_OF,C0020114,Human,humn,2010,18977524,18977524,,121331025,"In a biomedical context, what is the relationship between Brain and patients or groups via PART_OF?"
C0006104,Brain,bpoc,PART_OF,C0025914,House mice,mamm,2010,27721355,27721355,,1257431,"In a biomedical context, what is the relationship between Brain and species via PART_OF?"
C0006104,Brain,bpoc,PART_OF,C0034693,Rattus norvegicus,mamm,2010,18982003,18982003,,121354861,"In a biomedical context, what is the relationship between Brain and species via PART_OF?"
C0007603,Cell membrane,celc,PART_OF,C0007634,Cells,cell,2010,19902325,19902325,,18691231,"In a biomedical context, what is the relationship between Cell membrane and cell types via PART_OF?"
C0007623,Cell Wall,celc,PART_OF,C0007634,Cells,cell,2010,19902325,19902325,,18691058,"In a biomedical context, what is the relationship between Cell Wall and cell types via PART_OF?"
C0007634,Cells,cell,PART_OF,C0014644,"Herpesvirus 4, Human",virs,2010,19997065,19997065,,18697238,"In a biomedical context, what is the relationship between Cells and virus via PART_OF?"
C0007634,Cells,cell,PART_OF,C0016733,frontal lobe,bpoc,2010,19966838,19966838,,973143,"In a biomedical context, what is the relationship between Cells and tissues or organs via PART_OF?"
C0007634,Cells,cell,PART_OF,C0237401,Individual,humn,2010,19902325,19902325,,18690783,"In a biomedical context, what is the relationship between Cells and patients or groups via PART_OF?"
C0009195,Cochlear structure,bpoc,PART_OF,C0034693,Rattus norvegicus,mamm,2010,19997037,19997037,,18664303,"In a biomedical context, what is the relationship between Cochlear structure and species via PART_OF?"
C0010834,Cytoplasm,celc,PART_OF,C0027882,Neurons,cell,2010,19997037,19997037,,18664697,"In a biomedical context, what is the relationship between Cytoplasm and cell types via PART_OF?"
C0013935,Embryo,emst,PART_OF,C0003043,Animalia,anim,2010,19966783,19966783,,933904,"In a biomedical context, what is the relationship between Embryo and medical entities via PART_OF?"
C0016733,frontal lobe,bpoc,PART_OF,C0026447,Monkeys,mamm,2010,19966838,19966838,,972399,"In a biomedical context, what is the relationship between frontal lobe and species via PART_OF?"
C0017824,Glutathione Reductase,aapp,PART_OF,C0023884,Liver,bpoc,2010,18979218,18979218,,121339846,"In a biomedical context, what is the relationship between Glutathione Reductase and tissues or organs via PART_OF?"
C0017861,Glycerol,bacs,PART_OF,C0596901,Membrane,celc,2010,27721351,27721351,,1252349,"In a biomedical context, what is the relationship between Glycerol and medical entities via PART_OF?"
C0018283,Epiphysial cartilage,tisu,PART_OF,C0040184,Bone structure of tibia,bpoc,2010,19902272,19902272,,18650248,"In a biomedical context, what is the relationship between Epiphysial cartilage and tissues or organs via PART_OF?"
C0018787,Heart,bpoc,PART_OF,C0034693,Rattus norvegicus,mamm,2010,18977019,18977019,,121327147,"In a biomedical context, what is the relationship between Heart and species via PART_OF?"
C0023884,Liver,bpoc,PART_OF,C0034693,Rattus norvegicus,mamm,2010,19902272,19902272,,18650682,"In a biomedical context, what is the relationship between Liver and species via PART_OF?"
C0023884,Liver,bpoc,PART_OF,C1520150,Wild Type Mouse,mamm,2010,19997066,19997066,,18700318,"In a biomedical context, what is the relationship between Liver and species via PART_OF?"
C0025979,Microfilaments,celc,PART_OF,C0237401,Individual,humn,2010,18977251,18977251,,121328801,"In a biomedical context, what is the relationship between Microfilaments and patients or groups via PART_OF?"
C0026473,monocyte,cell,PART_OF,C0020114,Human,humn,2010,19997045,19997045,,18669190,"In a biomedical context, what is the relationship between monocyte and patients or groups via PART_OF?"
C0026845,Muscle,tisu,PART_OF,C0020114,Human,humn,2010,19902270,19902270,,18648221,"In a biomedical context, what is the relationship between Muscle and patients or groups via PART_OF?"
C0027882,Neurons,cell,PART_OF,C0009195,Cochlear structure,bpoc,2010,19997037,19997037,,18664303,"In a biomedical context, what is the relationship between Neurons and tissues or organs via PART_OF?"
C0027882,Neurons,cell,PART_OF,C0017067,Ganglia,bpoc,2010,19997037,19997037,,18664697,"In a biomedical context, what is the relationship between Neurons and tissues or organs via PART_OF?"
C0027882,Neurons,cell,PART_OF,C0034693,Rattus norvegicus,mamm,2010,19966809,19966809,,957743,"In a biomedical context, what is the relationship between Neurons and species via PART_OF?"
C0027882,Neurons,cell,PART_OF,C1289388,Entire spiral ganglion,bpoc,2010,19997037,19997037,,18664053,"In a biomedical context, what is the relationship between Neurons and tissues or organs via PART_OF?"
C0027950,neutrophil,cell,PART_OF,C0020114,Human,humn,2010,19997047,19997047,,18673456,"In a biomedical context, what is the relationship between neutrophil and patients or groups via PART_OF?"
C0031727,Phosphotransferases,aapp,PART_OF,C0015576,Family,humn,2010,19966800,19966800,,949168,"In a biomedical context, what is the relationship between Phosphotransferases and patients or groups via PART_OF?"
C0031727,Phosphotransferases,aapp,PART_OF,C0036025,Saccharomyces cerevisiae,fngs,2010,19966807,19966807,,956217,"In a biomedical context, what is the relationship between Phosphotransferases and medical entities via PART_OF?"
C0033413,Promoter Regions (Genetics),bacs,PART_OF,6736,SRY,aapp,2010,19902333,19902333,,18696861,"In a biomedical context, what is the relationship between Promoter Regions (Genetics) and proteins via PART_OF?"
C0035681|100616102|100862685|100862688,DNA-Directed RNA Polymerase|ERVK-9|ERVK-19|ERVK-11,aapp,PART_OF,C0014834,Escherichia coli,bact,2010,19966797,19966797,,947300,"In a biomedical context, what is the relationship between DNA-Directed RNA Polymerase|ERVK-9|ERVK-19|ERVK-11 and bacterias via PART_OF?"
